Roll,Pitch,Label
51.95,8.08,slouch
51.98,8.05,slouch
51.98,8.01,slouch
51.93,8.00,slouch
51.94,7.94,slouch
51.92,7.95,slouch
51.87,7.99,slouch
51.88,8.04,slouch
51.84,8.08,slouch
51.85,8.11,slouch
51.90,8.08,slouch
51.93,8.08,slouch
51.93,8.10,slouch
51.93,8.10,slouch
51.90,8.08,slouch
51.89,8.08,slouch
51.86,8.11,slouch
51.89,8.09,slouch
51.85,8.09,slouch
51.85,8.11,slouch
51.89,8.10,slouch
51.83,8.06,slouch
51.83,7.97,slouch
51.84,7.97,slouch
51.86,7.91,slouch
51.91,7.87,slouch
51.93,7.87,slouch
51.92,7.87,slouch
51.92,7.85,slouch
51.87,7.81,slouch
51.90,7.83,slouch
51.86,7.87,slouch
51.81,7.91,slouch
51.78,7.94,slouch
51.75,7.93,slouch
51.79,7.92,slouch
51.71,7.94,slouch
51.70,7.91,slouch
51.70,7.90,slouch
51.73,7.86,slouch
51.71,7.79,slouch
51.74,7.74,slouch
51.79,7.71,slouch
51.82,7.71,slouch
51.91,7.76,slouch
51.88,7.82,slouch
51.92,7.86,slouch
52.01,7.89,slouch
52.01,7.90,slouch
51.98,7.98,slouch
51.92,7.96,slouch
51.89,7.96,slouch
51.87,7.91,slouch
51.83,7.92,slouch
51.77,7.96,slouch
51.75,7.97,slouch
51.83,7.96,slouch
51.82,7.98,slouch
51.78,7.98,slouch
51.76,7.92,slouch
51.74,7.89,slouch
51.63,7.89,slouch
51.58,7.89,slouch
51.54,7.95,slouch
51.56,7.99,slouch
51.63,7.99,slouch
51.71,8.03,slouch
51.65,8.07,slouch
51.67,8.06,slouch
51.68,8.03,slouch
51.72,8.04,slouch
51.71,7.99,slouch
51.66,7.95,slouch
51.72,7.93,slouch
51.72,7.89,slouch
51.70,7.91,slouch
51.73,7.85,slouch
51.80,7.80,slouch
51.86,7.80,slouch
51.84,7.76,slouch
51.86,7.74,slouch
51.85,7.75,slouch
51.76,7.73,slouch
51.73,7.73,slouch
51.82,7.72,slouch
