Time,Roll,Pitch,Label
4.642598867416382,73.75,-3.21,upright,0
4.665830850601196,73.88,-3.58,upright,0
4.687760591506958,74.55,-3.67,upright,0
4.702744007110596,74.65,-3.74,upright,0
4.726625442504883,74.68,-3.34,upright,0
4.743316411972046,74.25,-3.24,upright,0
4.766927719116211,74.05,-3.59,upright,0
4.785900354385376,73.99,-3.93,upright,0
4.8048107624053955,73.58,-4.19,upright,0
4.81916356086731,74.13,-3.94,upright,0
4.844825029373169,74.74,-3.36,upright,0
4.854702949523926,74.34,-3.14,upright,0
4.887350082397461,73.7,-3.56,upright,0
4.905475378036499,73.94,-3.91,upright,0
4.926785230636597,74.81,-3.88,upright,0
4.943562984466553,75.86,-3.63,upright,0
4.961440086364746,75.84,-3.41,upright,0
4.986431121826172,75.81,-3.4,upright,0
5.0040411949157715,74.66,-3.37,upright,0
5.019102334976196,73.91,-3.94,upright,0
5.044570684432983,73.88,-4.19,upright,0
5.060278415679932,74.25,-3.63,upright,0
5.0867249965667725,74.51,-3.02,upright,0
5.105753660202026,74.51,-3.34,upright,0
5.1254448890686035,75.14,-3.75,upright,0
5.136123418807983,75.97,-3.4,upright,0
5.1643898487091064,76.94,-2.8,upright,0
5.187156438827515,76.88,-3.06,upright,0
5.202471494674683,77.06,-3.36,upright,0
5.221920728683472,77.55,-3.59,upright,0
5.243260383605957,77.09,-3.56,upright,0
5.260411739349365,76.24,-5.02,upright,0
5.28746771812439,76.23,-5.74,upright,0
5.305747985839844,76.53,-5.78,upright,0
5.3226752281188965,76.4,-6.16,upright,0
5.346319675445557,75.79,-6.26,upright,0
5.36213755607605,75.79,-6.01,upright,0
5.386943817138672,75.92,-5.87,upright,0
5.405023813247681,75.11,-6.53,upright,0
5.42145037651062,74.29,-7.33,upright,0
5.443848609924316,73.85,-7.74,upright,0
5.4602439403533936,73.84,-7.48,upright,0
5.486029863357544,73.54,-7.54,upright,0
5.506054639816284,73.6,-7.78,upright,0
5.52510404586792,73.22,-8.1,upright,0
5.544898748397827,72.73,-8.08,upright,0
5.560080528259277,72.26,-8.32,upright,0
5.586803913116455,71.89,-8.8,upright,0
5.602953195571899,71.79,-8.72,upright,0
5.624964475631714,71.83,-8.58,upright,0
5.644759654998779,71.78,-8.35,upright,0
5.66479229927063,71.75,-8.5,upright,0
5.685808420181274,71.52,-8.36,upright,0
5.702626705169678,71.36,-8.21,upright,0
5.719274520874023,71.5,-7.97,upright,0
5.746070623397827,71.59,-7.36,upright,0
5.762228012084961,71.31,-7.3,upright,0
5.786438226699829,71.04,-7.39,upright,0
5.802980422973633,71.0,-7.37,upright,0
5.826233148574829,71.19,-7.11,upright,0
5.845978021621704,71.27,-6.68,upright,0
5.861159086227417,71.3,-6.66,upright,0
5.885941505432129,71.66,-6.5,upright,0
5.904914855957031,72.0,-6.29,upright,0
5.92492413520813,72.03,-6.39,upright,0
5.945462226867676,71.62,-6.43,upright,0
5.9533021450042725,71.36,-6.43,upright,0
5.987833261489868,71.63,-6.52,upright,0
6.005322217941284,71.97,-6.42,upright,0
6.0192484855651855,72.21,-6.44,upright,0
6.0402467250823975,72.25,-6.56,upright,0
6.0651185512542725,72.11,-6.38,upright,0
6.0859534740448,72.26,-6.64,upright,0
6.105738162994385,72.4,-6.6,upright,0
6.120846748352051,72.52,-6.41,upright,0
6.14652156829834,72.51,-6.09,upright,0
6.162519216537476,72.95,-5.54,upright,0
6.185851097106934,72.99,-5.41,upright,0
6.204050302505493,72.36,-5.66,upright,0
6.221472501754761,72.44,-5.68,upright,0
6.236250638961792,72.2,-5.13,upright,0
6.265028476715088,71.99,-5.02,upright,0
6.2872209548950195,72.12,-5.28,upright,0
6.3052287101745605,72.22,-5.1,upright,0
6.327061653137207,72.34,-4.92,upright,0
6.34435510635376,72.57,-4.7,upright,0
6.354503870010376,73.13,-4.41,upright,0
6.38666296005249,73.6,-4.16,upright,0
6.40243935585022,73.68,-3.78,upright,0
6.425913095474243,73.65,-3.63,upright,0
6.442235946655273,74.37,-3.21,upright,0
6.458519697189331,74.8,-2.96,upright,0
6.4860146045684814,74.73,-3.07,upright,0
6.5049614906311035,74.74,-3.49,upright,0
6.520990371704102,74.84,-3.31,upright,0
6.545286417007446,75.16,-2.9,upright,0
6.560478687286377,75.25,-2.7,upright,0
6.585237979888916,75.07,-2.98,upright,0
6.604283809661865,74.9,-3.56,upright,0
6.625519037246704,75.21,-3.56,upright,0
6.641088247299194,75.67,-3.33,upright,0
6.664775371551514,75.95,-3.15,upright,0
6.686579465866089,76.27,-3.01,upright,0
6.702761888504028,76.16,-2.91,upright,0
6.72226095199585,75.75,-3.37,upright,0
6.745668411254883,75.82,-3.49,upright,0
6.760518550872803,76.2,-3.08,upright,0
6.787957668304443,76.33,-2.76,upright,0
6.803700923919678,76.5,-2.4,upright,0
6.826109409332275,76.3,-2.28,upright,0
6.842281341552734,76.23,-2.36,upright,0
6.8666462898254395,76.59,-2.63,upright,0
6.885295629501343,77.05,-2.49,upright,0
6.9043169021606445,77.14,-2.7,upright,0
6.921030044555664,77.02,-2.98,upright,0
6.945018529891968,77.22,-3.0,upright,0
6.960117816925049,77.21,-3.01,upright,0
6.987357139587402,77.17,-3.24,upright,0
7.004441499710083,76.84,-3.27,upright,0
7.021819591522217,77.0,-3.12,upright,0
7.046480655670166,77.24,-2.9,upright,0
7.062259674072266,77.61,-2.99,upright,0
7.087039232254028,77.75,-3.18,upright,0
7.102781534194946,77.66,-3.43,upright,0
7.126829385757446,77.62,-3.6,upright,0
7.142034530639648,77.52,-3.97,upright,0
7.161761045455933,77.04,-4.5,upright,0
7.187077760696411,77.09,-4.61,upright,0
7.205141067504883,76.86,-4.75,upright,0
7.224258661270142,76.51,-4.75,upright,0
7.245672225952148,76.22,-4.5,upright,0
7.2650909423828125,75.98,-4.21,upright,0
7.28623628616333,75.65,-4.18,upright,0
7.304347038269043,75.73,-4.15,upright,0
7.319417476654053,75.82,-4.13,upright,0
7.344116687774658,76.01,-3.91,upright,0
7.361445665359497,76.22,-3.65,upright,0
7.3882200717926025,76.56,-3.34,upright,0
7.404968023300171,76.4,-3.65,upright,0
7.423576831817627,76.38,-3.63,upright,0
7.444730043411255,76.3,-3.57,upright,0
7.461943626403809,76.37,-3.63,upright,0
7.48610258102417,76.45,-3.49,upright,0
7.504561901092529,76.65,-3.3,upright,0
7.519089937210083,76.63,-3.26,upright,0
7.544320344924927,76.7,-3.25,upright,0
7.560520172119141,76.76,-3.23,upright,0
7.585947036743164,76.66,-3.12,upright,0
7.604108572006226,76.46,-3.03,upright,0
7.6259543895721436,76.39,-2.89,upright,0
7.6448962688446045,76.27,-3.06,upright,0
7.6604437828063965,76.21,-3.09,upright,0
7.685938358306885,76.12,-3.12,upright,0
7.706299304962158,75.97,-3.09,upright,0
7.721575975418091,75.93,-3.22,upright,0
7.743507623672485,75.94,-3.25,upright,0
7.762766361236572,75.98,-3.33,upright,0
7.786390542984009,76.17,-3.39,upright,0
7.804936647415161,75.96,-3.42,upright,0
7.8218605518341064,75.96,-3.65,upright,0
7.8455119132995605,76.04,-3.64,upright,0
7.862772464752197,76.1,-3.58,upright,0
7.885975122451782,76.31,-3.62,upright,0
7.902554273605347,76.27,-3.85,upright,0
7.919809818267822,76.45,-3.88,upright,0
7.945902109146118,76.32,-3.68,upright,0
7.9611976146698,76.28,-3.69,upright,0
7.987140655517578,76.17,-3.8,upright,0
8.0048828125,76.26,-3.74,upright,0
8.026078462600708,76.31,-3.57,upright,0
8.0449697971344,76.27,-3.59,upright,0
8.060305118560791,76.39,-3.55,upright,0
8.086911916732788,76.58,-3.49,upright,0
8.103286027908325,76.68,-3.47,upright,0
8.124697923660278,76.65,-3.49,upright,0
8.136077642440796,76.74,-3.48,upright,0
8.164999961853027,76.73,-3.48,upright,0
8.185893535614014,76.69,-3.7,upright,0
8.205224514007568,76.62,-3.72,upright,0
8.224509954452515,76.54,-3.74,upright,0
8.245257139205933,76.42,-3.71,upright,0
8.26358675956726,76.5,-3.89,upright,0
8.28600788116455,76.68,-3.89,upright,0
8.304617643356323,76.69,-3.76,upright,0
8.321019887924194,76.64,-3.76,upright,0
8.34612250328064,76.62,-3.96,upright,0
8.360896348953247,76.52,-4.09,upright,0
8.386515617370605,76.57,-3.94,upright,0
8.403266191482544,76.66,-3.88,upright,0
8.426076173782349,76.53,-3.97,upright,0
8.443492650985718,76.3,-4.15,upright,0
8.4663245677948,76.28,-4.15,upright,0
8.487236499786377,76.02,-4.31,upright,0
8.505193710327148,76.18,-4.07,upright,0
8.523287773132324,76.09,-4.11,upright,0
8.544891119003296,76.12,-4.27,upright,0
8.560237646102905,76.11,-4.45,upright,0
8.58709979057312,76.09,-4.29,upright,0
8.60538125038147,76.1,-4.21,upright,0
8.619659662246704,76.01,-4.12,upright,0
8.64495325088501,76.02,-4.1,upright,0
8.652452230453491,76.05,-4.05,upright,0
8.685712099075317,76.06,-3.89,upright,0
8.704638719558716,76.19,-3.82,upright,0
8.726127624511719,76.11,-3.81,upright,0
8.737566947937012,76.08,-3.81,upright,0
8.765277624130249,76.19,-3.8,upright,0
8.786102533340454,76.24,-3.77,upright,0
8.802553176879883,76.26,-3.7,upright,0
8.825473070144653,76.28,-3.83,upright,0
8.844666004180908,76.15,-3.66,upright,0
8.85413908958435,76.25,-3.54,upright,0
8.887505054473877,76.36,-3.56,upright,0
8.904917001724243,76.16,-3.62,upright,0
8.919381380081177,76.04,-3.64,upright,0
8.944656610488892,76.11,-3.67,upright,0
8.961774826049805,76.06,-3.74,upright,0
8.987024784088135,76.08,-3.72,upright,0
9.003078937530518,75.9,-3.7,upright,0
9.024993896484375,75.95,-3.71,upright,0
9.04485011100769,75.78,-3.8,upright,0
9.059783458709717,75.92,-3.51,upright,0
9.085890769958496,76.05,-3.54,upright,0
9.104661226272583,75.93,-3.7,upright,0
9.119402885437012,75.93,-3.79,upright,0
9.149630308151245,75.95,-3.68,upright,0
9.164986610412598,75.99,-3.47,upright,0
9.18678617477417,75.88,-3.48,upright,0
9.204231977462769,75.94,-3.43,upright,0
9.226292371749878,75.73,-3.56,upright,0
9.242981910705566,75.53,-3.45,upright,0
9.264342546463013,75.42,-3.33,upright,0
9.287462949752808,75.5,-3.37,upright,0
9.30409288406372,75.42,-3.48,upright,0
9.319510698318481,75.42,-3.34,upright,0
9.345316171646118,75.22,-3.12,upright,0
9.364023447036743,75.16,-3.17,upright,0
9.386290073394775,75.29,-3.22,upright,0
9.402804613113403,75.32,-3.19,upright,0
9.42069959640503,75.32,-3.15,upright,0
9.446288108825684,75.52,-2.99,upright,0
9.46233868598938,75.4,-2.94,upright,0
9.485994338989258,75.42,-3.04,upright,0
9.504552841186523,75.37,-3.19,upright,0
9.526167869567871,75.35,-3.17,upright,0
9.544754981994629,75.48,-3.01,upright,0
9.560173988342285,75.19,-3.0,upright,0
9.585959911346436,75.3,-2.91,upright,0
9.604986667633057,75.31,-2.9,upright,0
9.625064611434937,75.31,-2.95,upright,0
9.645993947982788,75.18,-2.93,upright,0
9.664282083511353,75.17,-2.88,upright,0
9.685874938964844,75.3,-2.66,upright,0
9.70264720916748,75.31,-2.81,upright,0
9.720685005187988,75.3,-2.91,upright,0
9.746136665344238,75.31,-2.9,upright,0
9.753414154052734,75.28,-2.87,upright,0
9.787514209747314,75.3,-2.74,upright,0
9.804552793502808,75.2,-2.86,upright,0
9.821210622787476,75.14,-2.98,upright,0
9.846095561981201,75.23,-2.94,upright,0
9.86009430885315,75.22,-2.89,upright,0
9.886906147003174,75.35,-2.72,upright,0
9.90256381034851,75.37,-2.84,upright,0
9.924684762954712,75.25,-3.05,upright,0
9.94380521774292,75.32,-3.05,upright,0
9.965844631195068,75.48,-2.97,upright,0
9.986140489578247,75.47,-2.89,upright,0
10.002577304840088,75.45,-2.9,upright,0
10.021332025527954,75.23,-3.23,upright,0
10.045031309127808,75.17,-3.32,upright,0
10.060686111450195,75.23,-3.19,upright,0
10.086023330688477,75.24,-3.04,upright,0
10.102842330932617,75.14,-3.15,upright,0
10.120974779129028,75.05,-3.34,upright,0
10.143953323364258,75.14,-3.31,upright,0
10.160256385803223,75.02,-3.39,upright,0
10.185712099075317,75.01,-3.24,upright,0
10.20339846611023,74.89,-3.29,upright,0
10.221378326416016,74.78,-3.47,upright,0
10.244823694229126,74.87,-3.53,upright,0
10.260933637619019,75.06,-3.54,upright,0
10.285978555679321,75.1,-3.37,upright,0
10.305922031402588,75.03,-3.29,upright,0
10.326855182647705,75.01,-3.34,upright,0
10.344634294509888,75.02,-3.41,upright,0
10.365437507629395,74.93,-3.36,upright,0
10.386094570159912,75.16,-3.31,upright,0
10.402524709701538,75.17,-3.27,upright,0
10.424572944641113,75.16,-3.27,upright,0
