Roll,Pitch,Label
66.15,16.25,slouch
66.16,16.25,slouch
66.06,16.30,slouch
66.04,16.35,slouch
65.99,16.41,slouch
66.01,16.46,slouch
66.11,16.44,slouch
66.20,16.37,slouch
66.28,16.26,slouch
66.30,16.14,slouch
66.33,16.06,slouch
66.34,16.02,slouch
66.29,15.94,slouch
66.30,15.90,slouch
66.32,15.86,slouch
66.31,15.89,slouch
66.35,15.88,slouch
66.37,15.89,slouch
66.30,15.90,slouch
66.25,15.92,slouch
66.20,15.89,slouch
66.13,15.92,slouch
66.05,15.99,slouch
65.97,16.08,slouch
65.88,16.19,slouch
65.85,16.31,slouch
65.91,16.34,slouch
65.90,16.40,slouch
65.84,16.46,slouch
65.76,16.53,slouch
65.73,16.54,slouch
65.74,16.54,slouch
65.77,16.47,slouch
65.90,16.37,slouch
66.02,16.27,slouch
66.04,16.22,slouch
66.11,16.09,slouch
66.16,16.04,slouch
66.21,16.01,slouch
66.22,15.95,slouch
66.24,15.91,slouch
66.17,15.91,slouch
66.13,15.97,slouch
66.02,16.02,slouch
65.94,16.11,slouch
65.92,16.23,slouch
65.88,16.34,slouch
65.93,16.43,slouch
65.92,16.54,slouch
65.86,16.59,slouch
65.83,16.65,slouch
65.83,16.67,slouch
65.92,16.61,slouch
65.98,16.56,slouch
66.04,16.44,slouch
66.08,16.34,slouch
66.03,16.30,slouch
66.00,16.28,slouch
66.03,16.29,slouch
66.04,16.27,slouch
66.00,16.24,slouch
65.98,16.17,slouch
65.98,16.13,slouch
66.06,16.10,slouch
66.08,16.04,slouch
66.08,16.03,slouch
66.09,16.01,slouch
66.15,15.99,slouch
66.21,16.00,slouch
66.19,16.10,slouch
66.14,16.17,slouch
66.14,16.26,slouch
66.07,16.40,slouch
66.06,16.49,slouch
66.03,16.58,slouch
66.06,16.64,slouch
66.10,16.63,slouch
66.16,16.63,slouch
66.20,16.64,slouch
66.27,16.53,slouch
66.25,16.47,slouch
66.30,16.37,slouch
66.35,16.27,slouch
66.31,16.22,slouch
66.29,16.22,slouch
66.31,16.17,slouch
66.30,16.16,slouch
66.24,16.15,slouch
66.18,16.12,slouch
66.14,16.12,slouch
66.11,16.07,slouch
66.08,16.08,slouch
65.97,16.16,slouch
65.87,16.20,slouch
65.93,16.18,slouch
65.94,16.16,slouch
65.88,16.17,slouch
65.92,16.19,slouch
65.92,16.22,slouch
65.88,16.26,slouch
65.83,16.32,slouch
65.87,16.31,slouch
65.99,16.28,slouch
66.16,16.14,slouch
66.15,16.13,slouch
66.10,16.12,slouch
66.05,16.11,slouch
65.97,16.12,slouch
65.97,16.08,slouch
65.99,16.08,slouch
65.99,16.03,slouch
65.99,15.99,slouch
65.97,16.05,slouch
65.93,16.05,slouch
65.91,16.07,slouch
65.92,16.08,slouch
65.91,16.09,slouch
65.92,16.06,slouch
65.85,16.11,slouch
65.72,16.15,slouch
65.73,16.17,slouch
65.77,16.17,slouch
65.87,16.17,slouch
65.93,16.17,slouch
65.95,16.23,slouch
65.98,16.21,slouch
65.99,16.24,slouch
65.96,16.25,slouch
66.07,16.17,slouch
66.11,16.14,slouch
66.15,16.14,slouch
66.16,16.12,slouch
66.18,16.06,slouch
66.13,16.05,slouch
66.04,16.13,slouch
66.00,16.17,slouch
65.95,16.20,slouch
65.95,16.18,slouch
66.02,16.13,slouch
66.04,16.08,slouch
66.03,16.09,slouch
66.04,16.08,slouch
65.99,16.11,slouch
65.96,16.11,slouch
65.97,16.12,slouch
65.91,16.16,slouch
65.86,16.22,slouch
65.79,16.28,slouch
65.77,16.34,slouch
65.78,16.36,slouch
65.73,16.37,slouch
65.76,16.42,slouch
65.78,16.39,slouch
65.81,16.42,slouch
65.83,16.42,slouch
65.86,16.38,slouch
65.88,16.31,slouch
65.84,16.31,slouch
65.81,16.31,slouch
65.83,16.22,slouch
65.75,16.21,slouch
65.77,16.15,slouch
65.77,16.10,slouch
65.68,16.12,slouch
65.68,16.10,slouch
65.71,16.13,slouch
65.70,16.17,slouch
65.70,16.18,slouch
65.67,16.17,slouch
65.65,16.21,slouch
65.62,16.29,slouch
65.58,16.31,slouch
65.55,16.34,slouch
65.55,16.34,slouch
65.62,16.35,slouch
65.73,16.31,slouch
65.71,16.34,slouch
65.70,16.35,slouch
65.70,16.33,slouch
65.76,16.29,slouch
65.78,16.24,slouch
65.76,16.15,slouch
65.81,16.18,slouch
65.82,16.12,slouch
65.85,16.05,slouch
65.81,15.99,slouch
65.75,15.98,slouch
65.74,15.95,slouch
65.73,15.94,slouch
65.71,15.96,slouch
65.65,16.05,slouch
65.60,16.16,slouch
65.57,16.27,slouch
65.47,16.39,slouch
65.32,16.60,slouch
65.28,16.71,slouch
65.34,16.75,slouch
65.41,16.75,slouch
65.55,16.65,slouch
65.59,16.64,slouch
65.64,16.59,slouch
65.68,16.47,slouch
65.65,16.39,slouch
65.72,16.27,slouch
65.76,16.19,slouch
65.75,16.12,slouch
65.74,16.04,slouch
65.78,16.03,slouch
65.80,15.97,slouch
65.81,15.92,slouch
65.77,15.95,slouch
65.67,15.98,slouch
65.66,16.01,slouch
65.59,16.07,slouch
65.59,16.14,slouch
65.56,16.23,slouch
65.52,16.32,slouch
65.50,16.35,slouch
65.48,16.37,slouch
65.46,16.40,slouch
65.45,16.45,slouch
65.48,16.45,slouch
65.46,16.51,slouch
65.41,16.54,slouch
65.39,16.53,slouch
65.35,16.55,slouch
65.32,16.58,slouch
65.27,16.67,slouch
65.28,16.63,slouch
65.35,16.54,slouch
65.38,16.46,slouch
65.46,16.34,slouch
65.54,16.32,slouch
65.61,16.28,slouch
65.62,16.26,slouch
65.55,16.30,slouch
65.49,16.35,slouch
65.47,16.38,slouch
65.45,16.44,slouch
65.43,16.50,slouch
65.39,16.49,slouch
65.47,16.48,slouch
65.49,16.42,slouch
65.57,16.36,slouch
65.64,16.28,slouch
65.63,16.26,slouch
65.53,16.27,slouch
65.41,16.31,slouch
65.30,16.36,slouch
65.30,16.36,slouch
65.30,16.35,slouch
65.27,16.39,slouch
65.28,16.43,slouch
65.32,16.36,slouch
65.40,16.32,slouch
65.46,16.31,slouch
65.52,16.29,slouch
65.51,16.29,slouch
65.49,16.26,slouch
65.48,16.20,slouch
65.51,16.14,slouch
65.53,16.11,slouch
65.54,16.05,slouch
65.50,16.09,slouch
65.55,16.07,slouch
65.54,16.11,slouch
65.60,16.12,slouch
65.64,16.18,slouch
65.64,16.22,slouch
65.58,16.28,slouch
65.59,16.35,slouch
65.63,16.38,slouch
65.64,16.37,slouch
65.60,16.35,slouch
65.56,16.34,slouch
65.55,16.33,slouch
65.52,16.35,slouch
65.56,16.30,slouch
65.53,16.28,slouch
65.54,16.17,slouch
65.45,16.20,slouch
65.43,16.24,slouch
65.42,16.29,slouch
65.37,16.30,slouch
65.35,16.31,slouch
65.32,16.32,slouch
65.34,16.32,slouch
65.36,16.31,slouch
65.35,16.30,slouch
65.27,16.35,slouch
65.27,16.37,slouch
65.23,16.40,slouch
65.28,16.46,slouch
65.25,16.47,slouch
65.33,16.39,slouch
65.38,16.33,slouch
65.42,16.30,slouch
65.46,16.24,slouch
65.40,16.26,slouch
65.39,16.23,slouch
65.34,16.28,slouch
65.32,16.27,slouch
65.38,16.21,slouch
65.37,16.22,slouch
65.36,16.19,slouch
65.40,16.16,slouch
65.36,16.19,slouch
65.36,16.21,slouch
65.29,16.24,slouch
65.21,16.27,slouch
65.22,16.31,slouch
65.21,16.38,slouch
65.21,16.37,slouch
65.21,16.36,slouch
65.20,16.36,slouch
65.19,16.40,slouch
65.19,16.45,slouch
65.14,16.55,slouch
65.13,16.59,slouch
65.10,16.60,slouch
65.14,16.61,slouch
65.14,16.58,slouch
65.13,16.53,slouch
65.12,16.52,slouch
65.15,16.46,slouch
65.13,16.45,slouch
65.13,16.39,slouch
65.15,16.41,slouch
65.23,16.37,slouch
65.23,16.33,slouch
65.23,16.29,slouch
65.20,16.24,slouch
65.15,16.22,slouch
65.05,16.28,slouch
65.05,16.27,slouch
65.00,16.29,slouch
65.04,16.29,slouch
65.06,16.30,slouch
65.09,16.28,slouch
65.07,16.30,slouch
64.97,16.36,slouch
64.94,16.38,slouch
64.83,16.46,slouch
64.78,16.53,slouch
64.76,16.56,slouch
64.69,16.62,slouch
64.71,16.66,slouch
64.71,16.66,slouch
64.77,16.61,slouch
64.71,16.63,slouch
64.72,16.57,slouch
64.68,16.55,slouch
64.73,16.50,slouch
64.70,16.51,slouch
64.74,16.45,slouch
64.81,16.36,slouch
64.76,16.35,slouch
64.74,16.40,slouch
64.72,16.40,slouch
64.69,16.45,slouch
64.62,16.50,slouch
64.52,16.55,slouch
64.51,16.55,slouch
64.53,16.55,slouch
64.59,16.54,slouch
64.62,16.49,slouch
64.65,16.45,slouch
64.70,16.33,slouch
64.74,16.25,slouch
