Roll,Pitch,Label
76.79,6.94,upright
76.80,6.93,upright
76.77,6.99,upright
76.81,6.99,upright
76.85,6.94,upright
76.95,6.85,upright
77.03,6.75,upright
77.03,6.69,upright
77.03,6.66,upright
77.06,6.59,upright
77.26,6.45,upright
77.50,6.30,upright
77.83,6.13,upright
78.15,5.98,upright
78.28,5.90,upright
78.27,5.88,upright
78.26,5.87,upright
78.15,5.89,upright
78.08,5.91,upright
77.97,5.94,upright
77.95,5.91,upright
77.98,5.79,upright
78.02,5.69,upright
78.13,5.62,upright
78.17,5.53,upright
78.14,5.51,upright
78.01,5.53,upright
77.88,5.58,upright
77.65,5.64,upright
77.59,5.63,upright
77.60,5.60,upright
77.67,5.54,upright
77.73,5.54,upright
77.67,5.51,upright
77.67,5.49,upright
77.61,5.46,upright
77.57,5.43,upright
77.53,5.41,upright
77.47,5.33,upright
77.48,5.19,upright
77.49,5.05,upright
77.41,5.04,upright
77.28,5.07,upright
77.22,5.16,upright
77.18,5.26,upright
77.08,5.33,upright
77.05,5.47,upright
76.99,5.55,upright
76.88,5.59,upright
76.84,5.57,upright
76.84,5.60,upright
76.84,5.62,upright
76.79,5.62,upright
76.86,5.60,upright
76.97,5.58,upright
77.01,5.60,upright
76.90,5.68,upright
76.82,5.73,upright
76.77,5.76,upright
76.79,5.74,upright
76.89,5.69,upright
76.90,5.59,upright
76.77,5.49,upright
76.64,5.38,upright
76.31,5.26,upright
76.03,5.20,upright
75.81,5.10,upright
75.60,5.00,upright
75.44,4.97,upright
75.31,4.96,upright
75.15,4.93,upright
75.02,4.99,upright
74.89,5.02,upright
74.95,5.00,upright
75.30,4.95,upright
75.78,4.90,upright
76.21,4.96,upright
76.45,5.04,upright
76.49,5.17,upright
76.34,5.32,upright
76.20,5.48,upright
76.10,5.65,upright
75.91,5.70,upright
75.73,5.72,upright
75.49,5.74,upright
75.24,5.85,upright
75.24,5.84,upright
75.07,6.03,upright
75.08,6.10,upright
75.10,6.18,upright
